Order_ID,Order_Date,Customer_ID,Product_Category,Discount,Profit,Quantity,Sales,Region
US-2020-167927,1/20/2019,Xylona Preis,Office Supplies,0,13.365,5,29.7,Central
US-2020-167927,1/20/2019,Xylona Preis,Office Supplies,0,4.0542,1,13.98,Central
US-2020-167927,1/20/2019,Xylona Preis,Office Supplies,0,15.9792,2,66.58,Central
US-2020-110422,1/21/2019,Tom Boeckenhauer,Furniture,0.2,4.1028,3,25.248,South
US-2020-102645,1/23/2019,Ionia McGrath,Office Supplies,0,19.2384,6,40.08,West
US-2020-146997,1/23/2019,Speros Goranitis,Office Supplies,0,0,3,5.94,Central
US-2020-155502,1/26/2019,Shirley Daniels,Furniture,0,4.4712,3,12.42,South
US-2020-155502,1/26/2019,Shirley Daniels,Furniture,0,30.7818,3,62.82,South
US-2020-155502,1/26/2019,Shirley Daniels,Office Supplies,0,8.34,2,16.68,South
US-2020-155502,1/26/2019,Shirley Daniels,Office Supplies,0,9.3312,3,19.44,South
US-2020-155502,1/26/2019,Shirley Daniels,Office Supplies,0,0,8,489.92,South
US-2020-155502,1/26/2019,Shirley Daniels,Technology,0,52.6344,2,187.98,South
US-2020-155502,1/26/2019,Shirley Daniels,Technology,0,0,13,155.35,South
US-2020-167997,1/26/2019,Carol Adams,Furniture,0,39.7488,2,141.96,Central
US-2020-167997,1/26/2019,Carol Adams,Office Supplies,0,5.0196,2,10.68,Central
US-2020-117163,1/27/2019,Ed Jacobs,Furniture,0.2,-16.65,3,333,West
US-2020-117163,1/27/2019,Ed Jacobs,Office Supplies,0,12.0252,4,36.44,West
US-2020-117163,1/27/2019,Ed Jacobs,Office Supplies,0,14.3075,1,57.23,West
US-2020-100328,1/28/2019,Jasper Cacioppo,Office Supplies,0.2,1.3257,1,3.928,East
US-2020-134103,1/30/2019,Mike Vittorini,Office Supplies,0,4.752,2,10.56,Central
US-2020-134103,1/30/2019,Mike Vittorini,Office Supplies,0,6.8982,2,229.94,Central
US-2020-115161,1/31/2019,Liz Carlisle,Furniture,0.15,3.4196,2,290.666,West
US-2020-140795,2/1/2019,Bradley Drucker,Technology,0,206.316,6,468.9,Central
US-2020-123400,2/2/2019,Eric Barreto,Office Supplies,0.7,-12.224,2,18.336,South
US-2020-123400,2/2/2019,Eric Barreto,Technology,0.2,13.572,5,180.96,South
US-2020-139857,2/2/2019,Cynthia Delaney,Office Supplies,0,5.8045,5,12.35,West
US-2020-111059,2/3/2019,Tom Boeckenhauer,Office Supplies,0.2,4.3134,3,13.272,West
US-2020-111059,2/3/2019,Tom Boeckenhauer,Office Supplies,0.2,27.248,2,83.84,West
US-2020-104808,2/4/2019,Mark Haberlin,Office Supplies,0.2,6.0368,2,17.248,West
US-2020-107181,2/4/2019,Deborah Brumfield,Office Supplies,0.2,29.0136,3,82.896,West
US-2020-107181,2/4/2019,Deborah Brumfield,Office Supplies,0,16.0928,4,34.24,West
US-2020-108182,2/6/2019,Delfina Latchford,Office Supplies,0.8,-14.7708,2,8.952,Central
US-2020-131905,2/6/2019,Neil Ducich,Office Supplies,0,7.2,4,15,South
US-2020-131905,2/6/2019,Neil Ducich,Technology,0,42.0355,5,144.95,South
US-2020-131905,2/6/2019,Neil Ducich,Technology,0,42.0186,1,161.61,South
US-2020-107755,2/7/2019,Cyma Kinney,Technology,0,49.6048,7,115.36,East
US-2020-169390,2/7/2019,Chris Selesnick,Office Supplies,0,9.744,4,64.96,East
US-2020-125759,2/8/2019,Nathan Mautz,Furniture,0,5.5328,2,14.56,West
US-2020-127614,2/11/2019,Natalie Fritzler,Furniture,0,75.3732,6,1256.22,South
US-2020-127614,2/11/2019,Natalie Fritzler,Office Supplies,0,8.2062,2,17.46,South
US-2020-127614,2/11/2019,Natalie Fritzler,Technology,0,103.158,3,234.45,South
US-2020-168368,2/11/2019,Guy Armstrong,Furniture,0,15.2225,1,60.89,Central
US-2020-168368,2/11/2019,Guy Armstrong,Furniture,0,53.2704,3,332.94,Central
US-2020-168368,2/11/2019,Guy Armstrong,Office Supplies,0,24.393,3,51.9,Central
US-2020-168368,2/11/2019,Guy Armstrong,Office Supplies,0,4.4344,2,9.64,Central
US-2020-168368,2/11/2019,Guy Armstrong,Office Supplies,0,6.8724,3,14.94,Central
US-2020-168368,2/11/2019,Guy Armstrong,Office Supplies,0,2.5984,2,64.96,Central
US-2020-110674,2/12/2019,Sanjit Chand,Furniture,0.2,-24.294,2,129.568,West
US-2020-107706,2/14/2019,Shui Tom,Office Supplies,0.2,6.066,3,16.176,Central
US-2020-121762,2/14/2019,Marina Lichtenstein,Office Supplies,0,22.9488,2,81.96,West
US-2020-121762,2/14/2019,Marina Lichtenstein,Office Supplies,0,4.7724,2,238.62,West
US-2020-121762,2/14/2019,Marina Lichtenstein,Technology,0,86.3892,3,239.97,West
US-2020-165568,2/15/2019,Barry Französisch,Office Supplies,0.2,7.209,5,21.36,West
US-2020-122567,2/16/2019,Michael Nguyen,Office Supplies,0.8,-13.93,2,7.96,Central
US-2020-122567,2/16/2019,Michael Nguyen,Office Supplies,0.8,-1.728,3,1.08,Central
US-2020-154165,2/17/2019,Delfina Latchford,Office Supplies,0.2,8.8088,14,54.208,Central
US-2020-152905,2/18/2019,Aaron Bergman,Office Supplies,0.2,-2.5248,2,12.624,Central
US-2020-165589,2/18/2019,Troy Blackwell,Furniture,0.6,-11.322,5,25.16,Central
US-2020-109491,2/20/2019,Linda Cazamias,Furniture,0,6.9088,4,20.32,Central
US-2020-109491,2/20/2019,Linda Cazamias,Technology,0,22.4316,3,62.31,Central
US-2020-164903,2/20/2019,Steven Roelle,Office Supplies,0,6.2208,2,12.96,West
US-2020-165540,2/21/2019,Tamara Manning,Office Supplies,0.8,-13.7175,5,8.85,Central
US-2020-133354,2/22/2019,Sue Ann Reed,Office Supplies,0,9.3312,3,19.44,West
US-2020-103744,2/23/2019,Michael Grace,Office Supplies,0.8,-6.8634,3,4.428,Central
US-2020-103744,2/23/2019,Michael Grace,Office Supplies,0.2,2.3409,3,6.936,Central
US-2020-137680,2/24/2019,Jennifer Halladay,Office Supplies,0.2,7.6869,3,22.776,West
US-2020-137680,2/24/2019,Jennifer Halladay,Office Supplies,0.2,11.1024,4,32.896,West
US-2020-156545,2/27/2019,Joy Smith,Office Supplies,0.2,3.4048,4,19.456,East
US-2020-104269,3/1/2019,Dave Brooks,Furniture,0.2,51.4764,2,457.568,West
US-2020-113880,3/1/2019,Vicky Freymann,Furniture,0.3,-172.1172,6,634.116,Central
US-2020-113880,3/1/2019,Vicky Freymann,Office Supplies,0.2,5.6784,3,17.472,Central
US-2020-131009,3/1/2019,Shahid Collister,Furniture,0.3,0,6,362.25,Central
US-2020-131009,3/1/2019,Shahid Collister,Furniture,0.6,-34.9536,6,63.552,Central
US-2020-131009,3/1/2019,Shahid Collister,Office Supplies,0.2,-3.5325,5,18.84,Central
US-2020-131009,3/1/2019,Shahid Collister,Office Supplies,0.2,-22.6716,3,129.552,Central
US-2020-143707,3/1/2019,Hallie Redmond,Technology,0,1.6038,3,5.94,East
US-2020-168312,3/1/2019,Giulietta Weimer,Furniture,0.3,-43.0296,3,376.509,Central
US-2020-168312,3/1/2019,Giulietta Weimer,Office Supplies,0.2,8.5845,3,137.352,Central
US-2020-107524,3/2/2019,Kristina Nunn,Office Supplies,0,5.3392,2,11.36,East
US-2020-107524,3/2/2019,Kristina Nunn,Office Supplies,0,17.472,5,36.4,East
US-2020-111157,3/2/2019,Nicole Hansen,Office Supplies,0.2,1.07,1,3.424,East
US-2020-111157,3/2/2019,Nicole Hansen,Technology,0.2,32.13,3,151.2,East
US-2020-105648,3/3/2019,Eva Jacobs,Furniture,0.2,-23.4882,3,626.352,West
US-2020-127964,3/3/2019,Anne Pryor,Office Supplies,0.2,9.1785,5,25.32,East
US-2020-127964,3/3/2019,Anne Pryor,Office Supplies,0.2,40.872,3,125.76,East
US-2020-127964,3/3/2019,Anne Pryor,Technology,0,4.5954,1,9.99,East
US-2020-127978,3/3/2019,Jill Stevenson,Furniture,0.5,-199.617,5,302.45,East
US-2020-127978,3/3/2019,Jill Stevenson,Office Supplies,0.2,4.914,3,15.12,East
US-2020-127978,3/3/2019,Jill Stevenson,Office Supplies,0.2,-10.0512,8,44.672,East
US-2020-130421,3/3/2019,Sam Craven,Office Supplies,0.8,-459.6072,3,176.772,Central
US-2020-155852,3/3/2019,Ashley Jarboe,Office Supplies,0.2,3.4048,4,19.456,South
US-2020-116239,3/4/2019,Clay Ludtke,Office Supplies,0,17.745,5,354.9,South
US-2020-117016,3/4/2019,Sanjit Chand,Office Supplies,0.2,2.3328,3,15.552,South
US-2020-169061,3/5/2019,Aimee Bixby,Office Supplies,0,15.4752,3,59.52,East
US-2020-169061,3/5/2019,Aimee Bixby,Office Supplies,0.2,16.7508,6,49.632,East
US-2020-169061,3/5/2019,Aimee Bixby,Office Supplies,0,45.9754,2,97.82,East
US-2020-169061,3/5/2019,Aimee Bixby,Office Supplies,0,5.3998,2,18.62,East
US-2020-169061,3/5/2019,Aimee Bixby,Technology,0,177.5889,3,479.97,East
US-2020-104563,3/7/2019,Craig Molinari,Furniture,0.2,21.8352,6,436.704,West
US-2020-104563,3/7/2019,Craig Molinari,Furniture,0.2,54.1764,2,481.568,West
US-2020-104563,3/7/2019,Craig Molinari,Office Supplies,0,9.499,5,20.65,West
US-2020-104563,3/7/2019,Craig Molinari,Office Supplies,0,0,5,204.9,West
US-2020-131982,3/7/2019,Nora Pelletier,Office Supplies,0.2,33.64,2,107.648,West
US-2020-156587,3/7/2019,Aaron Bergman,Furniture,0.2,5.4801,1,48.712,West
US-2020-156587,3/7/2019,Aaron Bergman,Office Supplies,0,4.6644,3,17.94,West
US-2020-156587,3/7/2019,Aaron Bergman,Office Supplies,0,4.8588,3,242.94,West
US-2020-100279,3/10/2019,Scott Williamson,Office Supplies,0,10.7424,2,22.38,Central
US-2020-140116,3/10/2019,Kean Thornton,Office Supplies,0.2,9.3564,4,83.168,West
US-2020-140116,3/10/2019,Kean Thornton,Office Supplies,0.2,-15.9102,3,636.408,West
US-2020-103338,3/11/2019,Richard Bierner,Office Supplies,0,2.0748,3,7.98,West
US-2020-114790,3/11/2019,Filia McAdams,Office Supplies,0,38.1576,3,146.76,South
US-2020-114790,3/11/2019,Filia McAdams,Office Supplies,0,7.0218,3,14.94,South
US-2020-114790,3/11/2019,Filia McAdams,Technology,0,14.1728,2,32.96,South
US-2020-114790,3/11/2019,Filia McAdams,Technology,0,164.6316,3,587.97,South
US-2020-158337,3/11/2019,Kelly Andreada,Office Supplies,0,49.014,14,108.92,East
US-2020-166884,3/11/2019,Chloris Kastensmidt,Furniture,0.2,2.288,5,8.32,East
US-2020-166884,3/11/2019,Chloris Kastensmidt,Office Supplies,0.2,1.7004,6,10.464,East
US-2020-100293,3/14/2019,Neil Französisch,Office Supplies,0.2,31.8696,6,91.056,South
US-2020-114510,3/14/2019,Jason Fortune-,Office Supplies,0.2,11.1672,4,33.088,West
US-2020-114510,3/14/2019,Jason Fortune-,Office Supplies,0.2,20.1656,2,62.048,West
US-2020-114510,3/14/2019,Jason Fortune-,Office Supplies,0,3.2392,1,80.98,West
US-2020-114510,3/14/2019,Jason Fortune-,Office Supplies,0,5.7672,2,21.36,West
US-2020-114510,3/14/2019,Jason Fortune-,Technology,0,6.624,12,82.8,West
US-2020-125521,3/14/2019,Christine Kargatis,Furniture,0,284.98,4,1139.92,South
US-2020-152618,3/14/2019,Rick Bensley,Office Supplies,0.2,2.64,2,8.448,Central
US-2020-152618,3/14/2019,Rick Bensley,Technology,0.3,156.047,2,574.91,Central
US-2020-157623,3/14/2019,Dean Katz,Office Supplies,0,1.2506,1,3.38,West
US-2020-157623,3/14/2019,Dean Katz,Office Supplies,0,4.752,2,10.56,West
US-2020-149958,3/15/2019,Alan Shonely,Furniture,0.2,5.1408,3,45.696,South
US-2020-149958,3/15/2019,Alan Shonely,Office Supplies,0.7,-5.5338,3,7.218,South
US-2020-149958,3/15/2019,Alan Shonely,Office Supplies,0.7,-31.6712,4,43.188,South
US-2020-149958,3/15/2019,Alan Shonely,Office Supplies,0.2,47.8152,3,131.904,South
US-2020-149958,3/15/2019,Alan Shonely,Office Supplies,0.2,17.847,1,142.776,South
US-2020-157609,3/16/2019,Kristina Nunn,Technology,0.2,29.495,2,471.92,South
US-2020-118339,3/17/2019,Bradley Nguyen,Office Supplies,0,36.5742,2,93.78,Central
US-2020-118339,3/17/2019,Bradley Nguyen,Office Supplies,0,5.7072,6,19.68,Central
US-2020-118339,3/17/2019,Bradley Nguyen,Office Supplies,0,17.2224,6,35.88,Central
US-2020-118339,3/17/2019,Bradley Nguyen,Office Supplies,0,25.098,10,53.4,Central
US-2020-118339,3/17/2019,Bradley Nguyen,Office Supplies,0,23.59,7,47.18,Central
US-2020-127859,3/17/2019,Quincy Jones,Office Supplies,0.2,41.1528,6,126.624,East
US-2020-148838,3/17/2019,Christine Phan,Furniture,0.4,-553.6476,4,1071.576,East
US-2020-148838,3/17/2019,Christine Phan,Furniture,0.4,-447.5947,7,1579.746,East
US-2020-148838,3/17/2019,Christine Phan,Furniture,0.4,-122.7816,3,613.908,East
US-2020-148838,3/17/2019,Christine Phan,Office Supplies,0,75.9696,4,155.04,East
US-2020-148838,3/17/2019,Christine Phan,Office Supplies,0,16.3842,7,34.86,East
US-2020-158442,3/17/2019,Annie Zypern,Office Supplies,0.2,0.3336,2,4.448,Central
US-2020-158442,3/17/2019,Annie Zypern,Office Supplies,0.2,1.8792,1,5.184,Central
US-2020-158442,3/17/2019,Annie Zypern,Office Supplies,0.2,5.4432,3,15.552,Central
US-2020-164763,3/17/2019,Mark Haberlin,Office Supplies,0,8.4942,3,32.67,South
US-2020-164763,3/17/2019,Mark Haberlin,Office Supplies,0,14.9156,2,30.44,South
US-2020-164763,3/17/2019,Mark Haberlin,Office Supplies,0,5.3721,3,11.43,South
US-2020-164763,3/17/2019,Mark Haberlin,Office Supplies,0,7.68,4,16,South
US-2020-164763,3/17/2019,Mark Haberlin,Office Supplies,0,6.3504,2,12.96,South
US-2020-111871,3/18/2019,Eileen Kiefer,Furniture,0.15,70.49,10,1198.33,West
US-2020-131275,3/18/2019,Sample Company A,Furniture,0,14.43,2,111,West
US-2020-131275,3/18/2019,Sample Company A,Office Supplies,0,334.1142,7,1856.19,West
US-2020-131275,3/18/2019,Sample Company A,Technology,0.2,415.9896,4,1279.968,West
US-2020-145317,3/18/2019,Sean Miller,Furniture,0.2,15.294,3,122.352,South
US-2020-145317,3/18/2019,Sean Miller,Furniture,0.2,8.0766,2,30.768,South
US-2020-145317,3/18/2019,Sean Miller,Office Supplies,0.2,1.002,3,8.016,South
US-2020-145317,3/18/2019,Sean Miller,Office Supplies,0.2,5.9175,3,18.936,South
US-2020-145317,3/18/2019,Sean Miller,Office Supplies,0.2,7.4816,4,21.376,South
US-2020-145317,3/18/2019,Sean Miller,Technology,0.5,-1811.0784,6,22638.48,South
US-2020-145317,3/18/2019,Sean Miller,Technology,0.5,-16.426,4,821.3,South
US-2020-103989,3/19/2019,Matt Connell,Furniture,0.2,5.5044,3,20.016,South
US-2020-103989,3/19/2019,Matt Connell,Furniture,0.2,1.3728,3,4.992,South
US-2020-103989,3/19/2019,Matt Connell,Office Supplies,0.7,-25.737,5,33.57,South
US-2020-103989,3/19/2019,Matt Connell,Office Supplies,0.2,3.9852,4,11.808,South
US-2020-103989,3/19/2019,Matt Connell,Office Supplies,0.2,1.962,3,26.16,South
US-2020-103989,3/19/2019,Matt Connell,Technology,0.2,53.2,2,170.24,South
US-2020-103989,3/19/2019,Matt Connell,Technology,0.2,28.3479,3,323.976,South
US-2020-107405,3/21/2019,Thomas Seio,Office Supplies,0.2,-3.8646,1,16.272,South
US-2020-140004,3/21/2019,Cassandra Brandow,Office Supplies,0.2,1.5876,3,6.048,East
US-2020-140004,3/21/2019,Cassandra Brandow,Office Supplies,0.2,1.2038,2,7.408,East
US-2020-155544,3/21/2019,Gary McGarr,Furniture,0.2,-10.9188,3,218.376,South
US-2020-155544,3/21/2019,Gary McGarr,Furniture,0.2,6.5904,3,32.952,South
US-2020-155544,3/21/2019,Gary McGarr,Office Supplies,0.2,22.2,5,59.2,South
US-2020-163223,3/21/2019,Kristen Hastings,Office Supplies,0,2.7028,4,9.32,South
US-2020-163223,3/21/2019,Kristen Hastings,Office Supplies,0,59.0112,3,122.94,South
US-2020-163223,3/21/2019,Kristen Hastings,Office Supplies,0,6.624,5,14.4,South
US-2020-163223,3/21/2019,Kristen Hastings,Office Supplies,0,60.2553,3,122.97,South
US-2020-163223,3/21/2019,Kristen Hastings,Technology,0,909.9818,7,3499.93,South
US-2020-129609,3/22/2019,Vivian Mathis,Office Supplies,0,6.512,2,16.28,Central
US-2020-148040,3/22/2019,Beth Fritzler,Furniture,0.2,-35.3646,3,314.352,West
US-2020-148040,3/22/2019,Beth Fritzler,Office Supplies,0.2,23.235,3,74.352,West
US-2020-158057,3/22/2019,Craig Carroll,Office Supplies,0.7,-39.4565,5,51.465,South
US-2020-158057,3/22/2019,Craig Carroll,Office Supplies,0.7,-5.8604,4,7.644,South
US-2020-120838,3/23/2019,Patrick O'Donnell,Office Supplies,0,85.904,2,330.4,West
US-2020-120838,3/23/2019,Patrick O'Donnell,Technology,0.2,37.797,6,604.752,West
US-2020-164749,3/23/2019,Bruce Geld,Office Supplies,0.2,3.2214,3,9.912,South
US-2020-143637,3/24/2019,Maurice Satty,Furniture,0,14.5728,2,40.48,West
US-2020-147235,3/24/2019,Carlos Daly,Office Supplies,0,11.703,5,24.9,East
US-2020-128237,3/25/2019,Christina Anderson,Office Supplies,0,9.9216,6,25.44,West
US-2020-128237,3/25/2019,Christina Anderson,Office Supplies,0,3.72,2,14.88,West
US-2020-128237,3/25/2019,Christina Anderson,Office Supplies,0,1.9024,2,6.56,West
US-2020-128237,3/25/2019,Christina Anderson,Technology,0,15.918,4,45.48,West
US-2020-148586,3/25/2019,Annie Zypern,Furniture,0.1,65.2064,7,366.786,East
US-2020-100860,3/26/2019,Cindy Stewart,Office Supplies,0,9,5,18.75,West
US-2020-138436,3/26/2019,Jonathan Doherty,Technology,0,8.619,3,66.3,West
US-2020-141838,3/26/2019,Damala Kotsonis,Office Supplies,0,0.84,2,3.36,West
US-2020-141838,3/26/2019,Damala Kotsonis,Office Supplies,0.2,9.4284,4,27.936,West
US-2020-141838,3/26/2019,Damala Kotsonis,Technology,0.2,2.8784,2,28.784,West
US-2020-100881,3/28/2019,Daniel Raglin,Technology,0.2,22.6782,3,302.376,West
US-2020-117380,3/28/2019,Mike Pelletier,Furniture,0.4,-143.2548,1,330.588,East
US-2020-137869,3/28/2019,Christina VanderZanden,Furniture,0,106.6248,4,1184.72,Central
US-2020-137869,3/28/2019,Christina VanderZanden,Office Supplies,0,2.8764,3,6.12,Central
US-2020-137274,3/29/2019,Mike Gockenbach,Furniture,0.3,-152.7156,3,890.841,Central
US-2020-105151,3/30/2019,Susan Gilcrest,Office Supplies,0,2.94,5,10.5,East
US-2020-113124,3/30/2019,Nat Carroll,Office Supplies,0,6.465,2,129.3,Central
US-2020-131247,3/30/2019,Guy Armstrong,Furniture,0.15,-12.098,2,205.666,West
US-2020-133424,3/30/2019,Dorris liebe,Office Supplies,0,22.2,3,44.4,West
US-2020-133424,3/30/2019,Dorris liebe,Office Supplies,0,0,3,15.84,West
US-2020-162089,3/30/2019,Mark Packer,Furniture,0.3,-9.093,7,127.302,Central
US-2020-162089,3/30/2019,Mark Packer,Office Supplies,0.2,113.3055,5,335.72,Central
US-2020-162089,3/30/2019,Mark Packer,Technology,0.2,88.1804,7,251.944,Central
US-2020-169033,3/30/2019,Kunst Miller,Office Supplies,0,20.853,5,49.65,East
US-2020-101770,3/31/2019,Karen Bern,Office Supplies,0.7,-1.3083,1,1.869,South
US-2020-104759,3/31/2019,Dorothy Dickinson,Office Supplies,0.8,-13.8278,7,8.134,Central
US-2020-104759,3/31/2019,Dorothy Dickinson,Technology,0.2,13.9972,2,79.984,Central
US-2020-112403,3/31/2019,Jas O'Carroll,Office Supplies,0.7,-0.5964,1,0.852,East
US-2020-128055,3/31/2019,Alex Avila,Office Supplies,0,14.8344,2,52.98,West
US-2020-128055,3/31/2019,Alex Avila,Office Supplies,0.2,252.588,2,673.568,West
US-2020-130428,3/31/2019,Trudy Glocke,Furniture,0.2,98.4802,7,1125.488,South
US-2020-130428,3/31/2019,Trudy Glocke,Office Supplies,0.2,1.0584,2,4.032,South
US-2020-130428,3/31/2019,Trudy Glocke,Office Supplies,0.7,-10.116,5,12.645,South
US-2020-138359,4/1/2019,Katharine Harms,Office Supplies,0,3.0576,2,6.24,East
US-2020-138359,4/1/2019,Katharine Harms,Office Supplies,0,2.6784,4,66.96,East
US-2020-157021,4/1/2019,Kunst Miller,Office Supplies,0.2,5.5536,4,17.088,West
US-2020-157021,4/1/2019,Kunst Miller,Office Supplies,0,14.8,2,29.6,West
US-2020-157847,4/2/2019,Sam Craven,Office Supplies,0.2,10.465,7,33.488,Central
US-2020-157847,4/2/2019,Sam Craven,Office Supplies,0.2,9.352,5,26.72,Central
US-2020-160276,4/2/2019,Anna Häberlin,Furniture,0,46.1968,2,177.68,South
US-2020-164315,4/2/2019,Rob Dowd,Office Supplies,0,40.274,5,154.9,South
US-2020-164315,4/2/2019,Rob Dowd,Office Supplies,0,7.128,3,15.84,South
US-2020-164315,4/2/2019,Rob Dowd,Technology,0,293.9804,7,1049.93,South
US-2020-112291,4/3/2019,Katrina Edelman,Office Supplies,0,5.58,2,11.16,West
US-2020-112291,4/3/2019,Katrina Edelman,Technology,0,57.5928,2,159.98,West
US-2020-112291,4/3/2019,Katrina Edelman,Technology,0,22.4316,3,62.31,West
US-2020-105172,4/4/2019,Paul Knutson,Office Supplies,0,9.072,6,18.9,West
US-2020-128685,4/4/2019,Mary Zewe,Office Supplies,0.2,2.245,2,7.184,West
US-2020-133228,4/4/2019,Maurice Satty,Furniture,0,2.3521,1,5.47,Central
US-2020-133228,4/4/2019,Maurice Satty,Office Supplies,0,23.808,4,79.36,Central
US-2020-149538,4/4/2019,Ken Black,Office Supplies,0,6.3504,2,12.96,South
US-2020-149538,4/4/2019,Ken Black,Office Supplies,0,9.3312,3,19.44,South
US-2020-149538,4/4/2019,Ken Black,Office Supplies,0,9.302,5,232.55,South
US-2020-149538,4/4/2019,Ken Black,Technology,0,42.9914,2,99.98,South
